"AnimalID","Name","DateTime","OutcomeType","AnimalType","Age","Sex","IsFixed","MixColor","MainColor","MixBreed","MainBreed"
"A706610","Yes","2015-08-23 13:20:00","Adoption","Dog",730,"Female","Yes","No","Tan","Yes","Australian Shepherd"
"A691586","Yes","2014-12-24 17:33:00","Transfer","Dog",365,"Female","Yes","Yes","Tan","Yes","Pit Bull"
"A678115","No","2014-05-04 13:52:00","Transfer","Cat",3,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A662880","Yes","2013-10-06 14:18:00","Adoption","Cat",60,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A709342","No","2015-08-28 11:23:00","Transfer","Dog",1460,"Male","Yes","No","Chocolate","Yes","Dachshund"
"A716675","Yes","2015-11-29 17:30:00","Adoption","Dog",1095,"Female","Yes","No","Brown","Yes","Chihuahua Shorthair"
"A690892","No","2014-10-28 09:00:00","Transfer","Cat",180,"Female","No","No","Blue","Yes","Domestic Medium Hair"
"A716923","Yes","2015-11-30 18:51:00","Return_to_owner","Cat",365,"Female","Yes","Yes","Black","Yes","Domestic Shorthair"
"A711695","Yes","2015-09-11 12:12:00","Return_to_owner","Dog",2555,"Female","Yes","Yes","Black","Yes","Border Collie"
"A703868","No","2015-05-29 18:52:00","Transfer","Cat",21,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A718425","Yes","2015-12-30 18:28:00","Return_to_owner","Dog",60,"Male","Yes","Yes","Buff","Yes","Anatol Shepherd"
"A678793","Yes","2014-07-12 19:17:00","Adoption","Cat",90,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A719471","Yes","2016-01-25 17:02:00","Adoption","Dog",1095,"Male","Yes","No","Blue","Yes","Australian Cattle Dog"
"A684376","Yes","2014-07-27 11:56:00","Transfer","Dog",120,"Male","No","No","Brown","Yes","Australian Kelpie"
"A702338","Yes","2015-05-16 18:29:00","Adoption","Dog",365,"Male","Yes","Yes","Tan","Yes","Other"
"A667933","No","2013-11-30 15:41:00","Adoption","Dog",1460,"Male","Yes","Yes","Black","Yes","Border Collie"
"A678531","No","2014-05-10 11:17:00","Transfer","Cat",21,"Male","No","Yes","Black","Yes","Domestic Medium Hair"
"A690273","No","2014-10-22 12:53:00","Transfer","Dog",30,"Female","No","Yes","Black","Yes","Labrador Retriever"
"A710883","Yes","2015-10-13 14:00:00","Adoption","Cat",60,"Female","Yes","No","Orange","Yes","Domestic Shorthair"
"A719789","Yes","2016-02-05 19:28:00","Adoption","Dog",90,"Female","Yes","No","Brown","Yes","Chihuahua Shorthair"
"A688471","Yes","2014-11-21 11:30:00","Adoption","Cat",90,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A677458","Yes","2015-03-28 15:53:00","Adoption","Dog",730,"Male","Yes","Yes","Brown","Yes","Labrador Retriever"
"A689871","Yes","2014-12-27 16:14:00","Adoption","Dog",365,"Male","Yes","Yes","Chocolate","Yes","Chihuahua Shorthair"
"A690235","Yes","2014-10-24 12:08:00","Euthanasia","Dog",2920,"Male","Yes","Yes","Black","Yes","Siberian Husky"
"A719445","No","2016-01-26 19:09:00","Transfer","Cat",240,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A709238","Yes","2015-08-15 08:06:00","Died","Cat",30,"Female","No","Yes","Brown","Yes","Domestic Medium Hair"
"A718024","Yes","2016-01-02 18:11:00","Adoption","Cat",60,"Male","Yes","No","Cream","Yes","Domestic Shorthair"
"A669600","No","2013-12-24 12:10:00","Adoption","Cat",180,"Female","No","No","Blue","Yes","Domestic Medium Hair"
"A694590","Yes","2015-01-04 18:36:00","Adoption","Dog",90,"Female","Yes","No","White","Yes","Catahoula"
"A697567","Yes","2015-03-23 18:21:00","Adoption","Dog",1460,"Male","Yes","No","Tricolor","Yes","Pit Bull"
"A683025","No","2014-07-10 17:16:00","Adoption","Dog",730,"Male","Yes","Yes","Red","Yes","Dachshund"
"A685211","Yes","2014-08-17 11:30:00","Adoption","Dog",365,"Female","Yes","No","Tan","Yes","Australian Kelpie"
"A619084","Yes","2015-06-10 13:30:00","Return_to_owner","Dog",1095,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A703435","Yes","2015-05-29 12:30:00","Adoption","Dog",730,"Male","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A660357","Yes","2013-10-26 13:43:00","Adoption","Cat",120,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A693578","Yes","2015-01-07 18:27:00","Adoption","Cat",365,"Female","Yes","No","Tortie","Yes","Domestic Shorthair"
"A610772","Yes","2014-04-23 10:01:00","Euthanasia","Dog",1460,"Male","Yes","Yes","Tan","Yes","Chihuahua Longhair"
"A663886","Yes","2013-10-01 15:08:00","Euthanasia","Dog",730,"Female","Yes","Yes","Black","Yes","Pit Bull"
"A672012","Yes","2014-02-13 16:36:00","Transfer","Dog",365,"Male","Yes","Yes","Tan","Yes","Pug"
"A718625","Yes","2016-01-17 12:32:00","Transfer","Dog",90,"Male","No","No","Tricolor","Yes","Dachshund Wirehair"
"A696230","No","2015-02-04 16:55:00","Adoption","Cat",90,"Male","Yes","Yes","Black","Yes","Domestic Medium Hair"
"A623219","Yes","2015-06-01 19:07:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Blue","Yes","Pit Bull"
"A678078","Yes","2014-07-13 18:55:00","Adoption","Cat",90,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A706812","No","2015-07-18 19:49:00","Adoption","Cat",60,"Female","Yes","No","Tortie","Yes","Domestic Shorthair"
"A718155","Yes","2015-12-28 17:17:00","Transfer","Dog",730,"Male","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A710608","Yes","2015-10-11 14:02:00","Transfer","Cat",60,"Female","Yes","No","Blue","Yes","Domestic Medium Hair"
"A681080","Yes","2014-11-22 11:32:00","Return_to_owner","Dog",1095,"Male","Yes","No","Tan","Yes","Border Terrier"
"A681103","Yes","2014-06-13 12:57:00","Return_to_owner","Dog",1825,"Female","Yes","Yes","Other","Yes","Miniature Poodle"
"A692718","Yes","2014-11-24 18:58:00","Return_to_owner","Dog",2190,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A718672","No","2016-01-06 19:05:00","Return_to_owner","Dog",30,"Male","No","Yes","Black","Yes","Other"
"A700600","Yes","2015-05-01 15:03:00","Transfer","Dog",365,"Male","Yes","No","Tan","Yes","Dachshund"
"A684057","Yes","2014-09-04 14:57:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Chihuahua Shorthair"
"A682159","No","2014-06-25 11:03:00","Transfer","Cat",21,"Male","No","Yes","Black","Yes","Domestic Longhair"
"A706070","Yes","2015-07-18 15:20:00","Adoption","Cat",30,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A706926","Yes","2015-08-15 16:19:00","Adoption","Cat",90,"Male","Yes","No","Blue","No","Domestic Shorthair"
"A697665","Yes","2015-03-14 12:49:00","Adoption","Dog",365,"Male","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A716376","No","2015-12-17 11:33:00","Adoption","Dog",30,"Female","Yes","Yes","Red","Yes","Boxer"
"A690234","Yes","2015-02-01 18:15:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Chocolate","Yes","Chihuahua Shorthair"
"A701798","No","2015-05-05 16:37:00","Transfer","Cat",30,"Female","No","Yes","Blue","Yes","Domestic Shorthair"
"A714383","No","2015-10-27 19:03:00","Adoption","Dog",60,"Male","Yes","Yes","Brown","Yes","Beagle"
"A687954","Yes","2014-09-14 11:22:00","Return_to_owner","Dog",1095,"Male","Yes","No","Yellow","Yes","Labrador Retriever"
"A605804","Yes","2015-03-27 14:58:00","Euthanasia","Dog",1460,"Female","Yes","Yes","White","Yes","Australian Cattle Dog"
"A640739","Yes","2014-11-22 14:40:00","Transfer","Dog",1095,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A669967","Yes","2013-12-31 17:15:00","Transfer","Dog",30,"Male","No","Yes","Brown","Yes","Chihuahua Shorthair"
"A701801","Yes","2015-05-11 17:33:00","Transfer","Cat",1095,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A709191","Yes","2015-08-11 17:00:00","Adoption","Dog",60,"Female","Yes","Yes","Black","Yes","Rottweiler"
"A697970","Yes","2015-03-14 18:00:00","Adoption","Dog",730,"Male","Yes","Yes","White","Yes","Border Terrier"
"A613161","Yes","2014-06-29 14:27:00","Adoption","Dog",1095,"Female","Yes","Yes","Brown","Yes","German Shepherd"
"A720819","Yes","2016-02-21 17:50:00","Adoption","Dog",210,"Female","Yes","Yes","White","Yes","Australian Cattle Dog"
"A671503","Yes","2014-02-03 18:11:00","Adoption","Dog",730,"Male","Yes","Yes","White","Yes","Beagle"
"A694059","Yes","2014-12-29 15:40:00","Adoption","Dog",1825,"Male","Yes","Yes","Black","Yes","Boxer"
"A688667","No","2014-10-02 14:40:00","Transfer","Dog",60,"Female","Yes","No","Black","Yes","Labrador Retriever"
"A698681","No","2015-03-20 17:24:00","Adoption","Dog",150,"Male","Yes","Yes","Gray","Yes","Border Terrier"
"A717977","No","2015-12-23 17:19:00","Adoption","Dog",730,"Male","Yes","Yes","Gray","Yes","Miniature Schnauzer"
"A698177","No","2015-03-10 18:55:00","Adoption","Dog",1460,"Male","Yes","No","White","Yes","Maltese"
"A670569","No","2014-01-17 17:47:00","Adoption","Cat",120,"Female","Yes","Yes","Black","Yes","Domestic Shorthair"
"A693065","Yes","2014-12-01 16:36:00","Return_to_owner","Cat",1460,"Female","No","No","Torbie","Yes","Domestic Medium Hair"
"A711999","Yes","2015-09-18 15:31:00","Transfer","Dog",1095,"Male","Yes","Yes","Black","Yes","Boston Terrier"
"A686209","Yes","2014-09-17 16:47:00","Adoption","Cat",365,"Female","Yes","No","Blue","Yes","Domestic Shorthair"
"A685967","Yes","2014-12-17 12:13:00","Transfer","Dog",730,"Female","Yes","Yes","Gray","Yes","Dachshund Wirehair"
"A675990","Yes","2014-04-03 13:41:00","Return_to_owner","Dog",2555,"Female","Yes","No","Tricolor","Yes","Australian Shepherd"
"A718058","Yes","2015-12-27 18:57:00","Adoption","Dog",2555,"Female","Yes","Yes","Black","Yes","Doberman Pinsch"
"A702577","Yes","2015-05-16 15:13:00","Return_to_owner","Dog",730,"Male","Yes","Yes","Brown","Yes","Australian Cattle Dog"
"A690616","No","2014-10-23 17:07:00","Transfer","Dog",120,"Male","No","Yes","Tan","No","German Shepherd"
"A653028","Yes","2013-11-11 12:22:00","Transfer","Dog",365,"Female","Yes","No","Black","Yes","Chihuahua Shorthair"
"A704195","Yes","2015-06-13 11:39:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Red","Yes","Pit Bull"
"A665611","No","2013-10-20 15:00:00","Transfer","Cat",21,"Male","No","No","Brown","Yes","Domestic Shorthair"
"A710324","Yes","2015-10-20 09:36:00","Adoption","Cat",90,"Female","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A687503","Yes","2014-09-06 11:26:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Tan","Yes","Other"
"A718749","Yes","2016-01-10 17:05:00","Adoption","Dog",60,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A710185","Yes","2015-08-26 18:57:00","Adoption","Dog",120,"Male","Yes","No","Blue","Yes","Australian Cattle Dog"
"A694472","Yes","2015-03-26 07:36:00","Adoption","Cat",60,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A720697","No","2016-02-16 10:17:00","Transfer","Cat",0,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A694152","Yes","2015-02-03 13:03:00","Adoption","Cat",90,"Female","Yes","No","Blue","No","Domestic Longhair"
"A609229","Yes","2015-04-30 14:41:00","Transfer","Cat",1095,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A681350","No","2014-06-16 19:15:00","Transfer","Cat",365,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A688211","Yes","2014-11-04 08:30:00","Adoption","Dog",1095,"Male","Yes","No","Red","Yes","Chihuahua Shorthair"
"A720828","Yes","2016-02-21 00:00:00","Transfer","Dog",60,"Female","Yes","Yes","White","Yes","Pointer"
"A666506","No","2013-12-11 12:49:00","Transfer","Cat",30,"Male","Yes","Yes","White","Yes","Domestic Shorthair"
"A698634","Yes","2015-03-15 12:51:00","Return_to_owner","Dog",2190,"Male","Yes","Yes","Brown","Yes","Other"
"A713954","Yes","2015-10-15 17:20:00","Euthanasia","Dog",730,"Female","No","Yes","Yellow","Yes","American Bulldog"
"A691879","No","2014-11-12 16:59:00","Transfer","Dog",30,"Male","No","No","Brown","Yes","Pit Bull"
"A686603","No","2014-08-26 09:00:00","Transfer","Cat",730,"Female","No","No","Brown","Yes","Domestic Shorthair"
"A674237","Yes","2014-06-14 14:21:00","Adoption","Dog",730,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A677748","No","2014-05-04 18:24:00","Adoption","Dog",365,"Female","Yes","Yes","Red","Yes","Chihuahua Shorthair"
"A706474","No","2015-06-30 09:00:00","Transfer","Cat",365,"Unknown","Unknown","No","Black","Yes","Domestic Shorthair"
"A691721","Yes","2015-01-27 12:20:00","Adoption","Dog",240,"Female","Yes","Yes","Blue","Yes","Pit Bull"
"A710438","No","2015-08-27 18:01:00","Adoption","Dog",365,"Female","Yes","Yes","Tan","Yes","Boxer"
"A677624","Yes","2014-06-21 14:51:00","Adoption","Cat",60,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A699009","No","2015-04-12 18:34:00","Adoption","Cat",60,"Female","Yes","No","Tortie","Yes","Domestic Medium Hair"
"A699813","Yes","2015-10-14 12:51:00","Adoption","Dog",365,"Male","Yes","No","Sable","Yes","Rhod Ridgeback"
"A711324","No","2015-11-27 16:54:00","Adoption","Cat",60,"Female","Yes","No","Blue","Yes","Domestic Shorthair"
"A702448","No","2015-05-14 11:57:00","Transfer","Cat",30,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A711824","Yes","2015-11-28 13:09:00","Adoption","Cat",90,"Female","Yes","No","Torbie","Yes","Domestic Shorthair"
"A685725","Yes","2014-08-20 15:38:00","Return_to_owner","Cat",2190,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A708956","No","2015-08-04 09:00:00","Transfer","Cat",365,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A681787","No","2014-06-21 09:19:00","Transfer","Cat",6,"Unknown","Unknown","No","Black","Yes","Domestic Shorthair"
"A696840","No","2015-02-23 11:10:00","Transfer","Dog",365,"Female","No","Yes","Brown","Yes","Pit Bull"
"A390222","Yes","2013-12-15 17:10:00","Adoption","Dog",3285,"Female","Yes","Yes","White","No","Jack Russell Terrier"
"A670068","Yes","2014-01-01 16:47:00","Return_to_owner","Dog",2190,"Male","Yes","No","Fawn","Yes","Pit Bull"
"A717315","No","2015-12-10 16:50:00","Transfer","Dog",1095,"Female","No","Yes","White","Yes","Australian Cattle Dog"
"A704987","Yes","2015-06-22 16:09:00","Adoption","Cat",60,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A690064","No","2014-10-13 17:47:00","Transfer","Cat",21,"Female","No","Yes","White","Yes","Domestic Shorthair"
"A399552","Yes","2013-10-18 13:46:00","Transfer","Dog",365,"Male","Yes","No","Tricolor","Yes","Rat Terrier"
"A670326","No","2014-01-06 11:40:00","Transfer","Cat",28,"Female","No","No","Black","Yes","Domestic Shorthair"
"A715368","Yes","2016-01-28 17:54:00","Adoption","Cat",730,"Female","Yes","No","Tortie","Yes","Domestic Shorthair"
"A702225","Yes","2015-07-01 12:07:00","Adoption","Cat",60,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A690893","Yes","2014-10-30 14:19:00","Return_to_owner","Dog",365,"Male","No","Yes","Gray","Yes","Miniature Schnauzer"
"A707855","Yes","2015-07-23 16:47:00","Transfer","Dog",2190,"Female","No","Yes","Buff","No","Pomeranian"
"A666954","Yes","2013-12-07 16:47:00","Adoption","Dog",365,"Male","Yes","No","Brown","Yes","Other"
"A699754","No","2015-04-06 17:51:00","Adoption","Dog",1095,"Male","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A714730","Yes","2015-11-20 14:15:00","Adoption","Cat",150,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A680776","Yes","2014-06-15 17:56:00","Adoption","Dog",1095,"Male","Yes","Yes","Tan","Yes","Carolina Dog"
"A651119","Yes","2013-10-31 11:55:00","Return_to_owner","Dog",730,"Female","Yes","Yes","Chocolate","Yes","Other"
"A703720","No","2015-05-28 13:28:00","Transfer","Dog",1,"Unknown","Unknown","No","Tricolor","Yes","Anatol Shepherd"
"A706384","No","2015-07-02 18:02:00","Adoption","Cat",60,"Female","Yes","No","Lynx Point","Yes","Siamese"
"A649966","Yes","2015-01-24 16:22:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Black","Yes","Chihuahua Longhair"
"A718511","Yes","2016-01-04 17:21:00","Return_to_owner","Dog",1460,"Female","Yes","Yes","White","Yes","Pit Bull"
"A695762","Yes","2015-03-15 15:17:00","Adoption","Dog",1095,"Male","Yes","Yes","White","Yes","Beagle"
"A702873","No","2015-05-19 11:16:00","Transfer","Cat",28,"Unknown","Unknown","No","Brown","Yes","Domestic Shorthair"
"A708095","Yes","2015-07-24 13:20:00","Return_to_owner","Dog",1825,"Male","Yes","Yes","Red","Yes","Dachshund"
"A661838","Yes","2013-12-13 15:54:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A704880","Yes","2015-09-09 12:55:00","Transfer","Dog",365,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A699364","Yes","2015-07-27 12:39:00","Adoption","Cat",730,"Female","Yes","No","Blue","Yes","Domestic Shorthair"
"A685122","Yes","2014-08-16 14:56:00","Transfer","Cat",30,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A685162","Yes","2014-08-10 16:35:00","Transfer","Cat",14,"Unknown","Unknown","Yes","White","Yes","Domestic Shorthair"
"A703385","Yes","2015-06-23 07:42:00","Adoption","Cat",60,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A695210","Yes","2015-01-15 16:49:00","Adoption","Dog",120,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A666940","Yes","2013-11-16 16:17:00","Adoption","Cat",120,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A642962","Yes","2015-02-15 15:30:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Black","Yes","German Shepherd"
"A666792","Yes","2013-12-11 12:50:00","Transfer","Cat",730,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A678539","Yes","2014-05-13 18:49:00","Return_to_owner","Dog",60,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A674736","Yes","2014-05-27 08:27:00","Adoption","Cat",60,"Female","No","No","Orange","Yes","Domestic Shorthair"
"A681770","Yes","2014-07-01 11:44:00","Transfer","Dog",365,"Male","Yes","No","Brown","Yes","Chow Chow"
"A679939","Yes","2014-05-28 18:15:00","Euthanasia","Cat",730,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A654358","Yes","2014-02-22 19:04:00","Adoption","Dog",2555,"Female","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A661259","Yes","2013-10-12 15:17:00","Adoption","Cat",90,"Female","Yes","No","Orange","Yes","Domestic Shorthair"
"A698314","Yes","2015-05-11 17:33:00","Transfer","Cat",730,"Female","Yes","No","Brown","No","Domestic Shorthair"
"A673780","Yes","2014-03-15 17:03:00","Adoption","Dog",730,"Female","Yes","No","Tan","Yes","Labrador Retriever"
"A675181","No","2014-04-02 17:56:00","Transfer","Cat",7,"Female","No","No","Torbie","Yes","Domestic Shorthair"
"A689468","Yes","2014-10-11 15:55:00","Return_to_owner","Dog",1825,"Female","Yes","Yes","Brown","Yes","Boxer"
"A700096","Yes","2015-04-18 18:12:00","Adoption","Dog",365,"Male","Yes","Yes","Chocolate","Yes","Chihuahua Shorthair"
"A705214","No","2015-06-14 17:42:00","Transfer","Cat",21,"Unknown","Unknown","Yes","Black","Yes","Domestic Shorthair"
"A656708","Yes","2015-11-24 12:56:00","Adoption","Cat",365,"Male","Yes","No","Orange","No","Domestic Shorthair"
"A689705","Yes","2016-02-03 00:00:00","Transfer","Dog",730,"Male","Yes","Yes","Black","Yes","Pit Bull"
"A672743","Yes","2014-11-15 15:08:00","Transfer","Dog",730,"Female","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A687009","No","2014-08-30 12:58:00","Transfer","Cat",7,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A631804","Yes","2015-10-26 17:20:00","Return_to_owner","Dog",2190,"Female","Yes","No","Tan","Yes","German Shepherd"
"A554462","Yes","2015-11-17 14:53:00","Return_to_owner","Dog",2190,"Male","Yes","No","White","Yes","Maltese"
"A676658","No","2014-04-17 17:44:00","Adoption","Cat",730,"Female","Yes","No","Lynx Point","Yes","Siamese"
"A720042","Yes","2016-02-07 12:36:00","Adoption","Dog",1825,"Male","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A675650","Yes","2014-04-11 17:53:00","Transfer","Dog",730,"Male","Yes","Yes","Red","Yes","American Staffordshire Terrier"
"A698067","No","2015-03-06 09:00:00","Transfer","Cat",1095,"Unknown","Unknown","Yes","Orange","Yes","Domestic Shorthair"
